location_aaq,Date,NOx,PM2.5,Toluene,Benzene,SO2,Xylene,Ozone,PM10,NH3,CO
Jalasouda ,2016-08-01,14.0,,,,5.0,,,37.0,20.0,
Kothur,2016-08-01,35.0,,,,9.0,,,73.0,30.0,
R.C.Puram,2016-08-01,25.0,28.0,,,5.0,,,56.0,21.0,
Bollaram,2016-08-01,25.0,,,,12.0,,,108.0,,
Sangareddy,2016-08-01,22.0,13.0,,,5.0,,,58.0,21.0,
PETL,2016-08-01,27.0,,,,12.0,,,92.0,,
Gaddapotharam,2016-08-01,23.0,24.0,,,5.0,,,58.0,21.0,
"Nalgonda RO, Building",2016-08-01,25.0,,,,6.0,,,54.0,21.0,
"Choutuppal, Nalgonda",2016-08-01,28.0,,,,6.0,,,57.0,23.0,
Subhasnagar/  Nizamabad,2016-08-01,18.0,,,,5.0,,,58.0,,
Adilabad/ Mandamarri,2016-08-01,17.0,,,,4.0,,,61.0,21.0,
"Balanagar , CITD office ",2016-09-01,29.2,35.0,,,4.6,,,87.0,97.0,
"Uppal, Modern food Industry, IDA",2016-09-01,28.9,29.0,,,4.6,,,66.0,77.0,
"Jubilee Hills, Police station",2016-09-01,29.7,27.0,,,4.4,,,65.0,56.0,
"Paradise, HMWS &SB Pump house ",2016-09-01,30.0,,,,4.6,,,91.0,87.0,
"Charminar, TSRTC bus station ",2016-09-01,27.5,29.0,,,4.6,,,71.0,64.0,
"Jeedimetla, Industrial Association building",2016-09-01,27.3,,,,4.6,,,73.0,95.0,
"Buddha Purnima Project office, Tank Bund",2016-09-01,16.9,,,,4.3,,,,,
"MGBS, Bus stand ",2016-09-01,18.0,,,,4.5,,,47.0,,
"Chikkadapally, Lepakshi Emporium ",2016-09-01,20.3,,,,4.5,,,62.0,,
"Langar House, Police Station ",2016-09-01,20.7,,,,4.4,,,54.0,,
"Madhapur, Shilpa Kalavedika ",2016-09-01,16.7,,,,4.3,,,40.0,,
"Shameerpet, MRO office",2016-09-01,14.9,,,,4.4,,,71.0,,
"Kukatpally, JNTU",2016-09-01,24.6,,,,4.5,,,65.0,,
"Sainikpuri,  MRO office ",2016-09-01,16.0,,,,4.3,,,62.0,,
"Rajendranaga, NG Rang Agricultural University ",2016-09-01,12.9,,,,,,,58.0,,
"Nacharam, Police station ",2016-09-01,20.3,,,,4.6,,,60.0,,
"Abids, Police station ",2016-09-01,20.3,,,,4.4,,,70.0,,
"KBRN Park, DFO office ",2016-09-01,14.4,,,,4.2,,,30.0,,
Punjagutta,2016-09-01,,,,,,,,,,
Sanathnagar,2016-09-01,25.69912,19.08601,6.258852,0.6513595,6.812404,0.5106961,25.9,,,0.48
HCU,2016-09-01,33.41584,15.01611,1.731564,0.2142508,4.771528,3.494502,22.06474,33.10981,12.20577,0.8359008
Zoopark,2016-09-01,16.50282,16.81935,18.25027,0.6080295,6.854236,40.64415,20.9,35.21622,9.616372,0.46
Pashamylaram,2016-09-01,64.87439,23.22283,2.991331,0.1713147,7.906579,7.201514,19.21792,62.67391,17.6016,0.6868904
KUDA,2016-09-01,25.0,,,,8.0,,,46.0,20.0,
" Mee-Seva, Warangal ",2016-09-01,20.0,,,,7.0,,,,20.0,
Balasamudram,2016-09-01,14.0,,,,6.8,,,53.0,,
Nakkalagutta,2016-09-01,15.8,,,,7.0,,,57.0,,
Godavarikhani,2016-09-01,28.0,,,,8.0,,,35.0,21.0,
" DIC building, Karimnagar",2016-09-01,23.0,,,,6.0,,,,21.0,
"CER Club, Kothagudem",2016-09-01,31.0,,,,7.0,,,47.0,21.0,
Jalasouda ,2016-09-01,17.0,,,,8.0,,,39.0,21.0,
Kothur,2016-09-01,20.0,,,,9.0,,,52.0,29.0,
R.C.Puram,2016-09-01,22.0,23.0,,,5.0,,,47.0,21.0,
Bollaram,2016-09-01,24.0,,,,14.0,,,111.0,,
Sangareddy,2016-09-01,20.0,14.0,,,5.0,,,46.0,21.0,
PETL,2016-09-01,23.0,,,,12.0,,,60.0,,
Gaddapotharam,2016-09-01,22.0,19.0,,,6.0,,,42.0,21.0,
"Nalgonda RO, Building",2016-09-01,24.0,,,,5.0,,,56.0,21.0,
"Choutuppal, Nalgonda",2016-09-01,25.0,,,,6.0,,,60.0,23.0,
Subhasnagar/  Nizamabad,2016-09-01,18.0,,,,5.0,,,56.0,,
Adilabad/ Mandamarri,2016-09-01,18.0,,,,5.0,,,58.0,21.0,
"Balanagar , CITD office ",2016-10-01,33.0,43.0,,,5.0,,,105.0,65.0,
"Uppal, Modern food Industry, IDA",2016-10-01,27.3,45.0,,,5.4,,,94.0,71.0,
"Jubilee Hills, Police station",2016-10-01,28.6,37.0,,,4.9,,,106.0,65.0,
"Paradise, HMWS &SB Pump house ",2016-10-01,26.9,,,,5.0,,,104.0,65.0,
"Charminar, TSRTC bus station ",2016-10-01,32.5,46.0,,,5.1,,,99.0,87.0,
"Jeedimetla, Industrial Association building",2016-10-01,28.3,,,,4.9,,,108.0,103.0,
"Buddha Purnima Project office, Tank Bund",2016-10-01,21.7,,,,4.7,,,,,
"MGBS, Bus stand ",2016-10-01,21.8,,,,4.7,,,74.0,,
"Chikkadapally, Lepakshi Emporium ",2016-10-01,25.1,,,,5.0,,,89.0,,
"Langar House, Police Station ",2016-10-01,25.4,,,,4.9,,,75.0,,
"Madhapur, Shilpa Kalavedika ",2016-10-01,18.4,,,,4.5,,,65.0,,
"Shameerpet, MRO office",2016-10-01,16.8,,,,4.3,,,74.0,,
"Kukatpally, JNTU",2016-10-01,25.1,,,,5.1,,,95.0,,
"Sainikpuri,  MRO office ",2016-10-01,19.5,,,,5.2,,,91.0,,
"Rajendranaga, NG Rang Agricultural University ",2016-10-01,16.9,,,,,,,66.0,,
"Nacharam, Police station ",2016-10-01,26.0,,,,5.1,,,106.0,,
"Abids, Police station ",2016-10-01,23.8,,,,4.8,,,105.0,,
"KBRN Park, DFO office ",2016-10-01,19.6,,,,4.6,,,54.0,,
Punjagutta,2016-10-01,,,,,,,,,,
Sanathnagar,2016-10-01,51.16865,44.68506,9.441895,0.9306112,13.71205,0.833448,52.4,,,0.63
HCU,2016-10-01,47.63754,43.41203,2.374345,0.3756523,11.81311,2.606006,35.47315,94.40902,13.97383,0.9505968
Zoopark,2016-10-01,42.48441,59.96438,14.25198,0.8675299,6.086657,26.96811,31.3,115.4603,15.59165,0.71
Pashamylaram,2016-10-01,69.47612,55.8727,4.950235,0.2501884,21.40628,2.3534,30.22503,132.7546,24.6967,0.8775281
KUDA,2016-10-01,26.0,,,,7.0,,,62.0,22.0,
" Mee-Seva, Warangal ",2016-10-01,22.0,,,,7.0,,,,22.0,
Balasamudram,2016-10-01,18.2,,,,7.5,,,52.0,,
Nakkalagutta,2016-10-01,19.8,,,,7.3,,,71.0,,
Godavarikhani,2016-10-01,26.0,,,,8.0,,,58.0,21.0,
" DIC building, Karimnagar",2016-10-01,23.0,,,,6.0,,,,25.0,
"CER Club, Kothagudem",2016-10-01,24.0,,,,7.0,,,60.0,21.0,
Jalasouda ,2016-10-01,23.0,,,,7.0,,,48.0,21.0,
Kothur,2016-10-01,31.0,,,,8.0,,,86.0,27.0,
R.C.Puram,2016-10-01,26.0,28.0,,,6.0,,,84.0,21.0,
Bollaram,2016-10-01,28.0,,,,13.0,,,134.0,,
Sangareddy,2016-10-01,24.0,23.0,,,5.0,,,76.0,21.0,
PETL,2016-10-01,25.0,,,,12.0,,,72.0,,
Gaddapotharam,2016-10-01,23.0,34.0,,,5.0,,,75.0,21.0,
"Nalgonda RO, Building",2016-10-01,25.0,,,,6.0,,,59.0,21.0,
"Choutuppal, Nalgonda",2016-10-01,27.0,,,,7.0,,,63.0,22.0,
Subhasnagar/  Nizamabad,2016-10-01,22.0,,,,6.0,,,64.0,,
Adilabad/ Mandamarri,2016-10-01,22.0,,,,5.0,,,67.0,21.0,
"Balanagar , CITD office ",2016-11-01,36.7,75.0,,,4.9,,,152.0,71.0,
"Uppal, Modern food Industry, IDA",2016-11-01,32.4,60.0,,,4.9,,,120.0,70.0,
"Jubilee Hills, Police station",2016-11-01,27.5,45.0,,,4.6,,,127.0,60.0,
"Paradise, HMWS &SB Pump house ",2016-11-01,32.1,,,,4.8,,,120.0,65.0,
"Charminar, TSRTC bus station ",2016-11-01,34.3,70.0,,,4.6,,,143.0,63.0,
"Jeedimetla, Industrial Association building",2016-11-01,33.0,,,,4.8,,,151.0,79.0,
"Buddha Purnima Project office, Tank Bund",2016-11-01,19.6,,,,4.7,,,,,
"MGBS, Bus stand ",2016-11-01,23.0,,,,4.6,,,83.0,,
"Chikkadapally, Lepakshi Emporium ",2016-11-01,20.9,,,,4.7,,,100.0,,
"Langar House, Police Station ",2016-11-01,22.8,,,,4.7,,,109.0,,
"Madhapur, Shilpa Kalavedika ",2016-11-01,17.0,,,,4.5,,,101.0,,
"Shameerpet, MRO office",2016-11-01,15.6,,,,4.4,,,83.0,,
"Kukatpally, JNTU",2016-11-01,33.2,,,,5.0,,,137.0,,
"Sainikpuri,  MRO office ",2016-11-01,19.7,,,,4.4,,,80.0,,
"Rajendranaga, NG Rang Agricultural University ",2016-11-01,14.3,,,,,,,75.0,,
"Nacharam, Police station ",2016-11-01,23.7,,,,4.8,,,132.0,,
"Abids, Police station ",2016-11-01,25.3,,,,4.7,,,136.0,,
"KBRN Park, DFO office ",2016-11-01,17.5,,,,4.4,,,87.0,,
Punjagutta,2016-11-01,,,,,,,,,,
Sanathnagar,2016-11-01,60.38508,72.96806,10.20555,0.8132905,30.47144,0.8136029,83.1,,,0.75
HCU,2016-11-01,65.09923,76.64773,3.015898,0.5151196,18.47602,1.535049,45.04376,142.6903,25.14931,0.6319687
Zoopark,2016-11-01,64.88364,103.6406,13.72478,1.289749,13.80522,21.57681,39.4,176.5938,20.3662,0.95
Pashamylaram,2016-11-01,44.70104,101.9308,2.120187,0.1268122,36.83995,1.022733,56.72544,194.0749,23.27017,0.9384981
KUDA,2016-11-01,23.0,,,,7.0,,,56.0,22.0,
" Mee-Seva, Warangal ",2016-11-01,22.0,,,,6.0,,,,21.0,
Balasamudram,2016-11-01,26.0,,,,8.0,,,88.0,,
Nakkalagutta,2016-11-01,29.0,,,,8.0,,,76.0,,
Godavarikhani,2016-11-01,29.0,,,,7.0,,,98.0,25.0,
" DIC building, Karimnagar",2016-11-01,23.0,,,,7.0,,,,22.0,
"CER Club, Kothagudem",2016-11-01,23.0,,,,6.0,,,56.0,26.0,
Jalasouda ,2016-11-01,24.0,,,,7.0,,,55.0,28.0,
Kothur,2016-11-01,29.0,,,,9.0,,,96.0,28.0,
R.C.Puram,2016-11-01,24.0,43.0,,,6.0,,,97.0,21.0,
Bollaram,2016-11-01,26.0,,,,14.0,,,136.0,,
Sangareddy,2016-11-01,22.0,36.0,,,5.0,,,79.0,21.0,
PETL,2016-11-01,24.0,,,,9.0,,,84.0,,
Gaddapotharam,2016-11-01,23.0,41.0,,,5.0,,,88.0,21.0,
"Nalgonda RO, Building",2016-11-01,26.0,,,,6.0,,,58.0,21.0,
"Choutuppal, Nalgonda",2016-11-01,25.0,,,,6.0,,,61.0,22.0,
Subhasnagar/  Nizamabad,2016-11-01,21.0,,,,5.0,,,60.0,,
Adilabad/ Mandamarri,2016-11-01,20.0,,,,5.0,,,63.0,21.0,
"Balanagar , CITD office ",2016-12-01,43.8,71.0,,,5.2,,,147.0,83.0,
"Uppal, Modern food Industry, IDA",2016-12-01,43.7,70.0,,,5.8,,,131.0,75.0,
"Jubilee Hills, Police station",2016-12-01,31.3,69.0,,,6.7,,,172.0,73.0,
"Paradise, HMWS &SB Pump house ",2016-12-01,35.3,,,,5.6,,,117.0,71.0,
"Charminar, TSRTC bus station ",2016-12-01,34.2,75.0,,,5.8,,,124.0,72.0,
"Jeedimetla, Industrial Association building",2016-12-01,31.2,,,,8.9,,,134.0,98.0,
"Buddha Purnima Project office, Tank Bund",2016-12-01,24.6,,,,4.8,,,,,
"MGBS, Bus stand ",2016-12-01,23.8,,,,4.8,,,90.0,,
"Chikkadapally, Lepakshi Emporium ",2016-12-01,25.1,,,,5.3,,,109.0,,
"Langar House, Police Station ",2016-12-01,24.4,,,,4.5,,,116.0,,
"Madhapur, Shilpa Kalavedika ",2016-12-01,19.6,,,,4.7,,,105.0,,
"Shameerpet, MRO office",2016-12-01,18.6,,,,4.6,,,60.0,,
"Kukatpally, JNTU",2016-12-01,41.1,,,,5.6,,,139.0,,
"Sainikpuri,  MRO office ",2016-12-01,18.8,,,,4.3,,,114.0,,
"Rajendranaga, NG Rang Agricultural University ",2016-12-01,17.2,,,,,,,78.0,,
"Nacharam, Police station ",2016-12-01,25.8,,,,5.0,,,139.0,,
"Abids, Police station ",2016-12-01,23.4,,,,5.0,,,140.0,,
"KBRN Park, DFO office ",2016-12-01,20.2,,,,4.5,,,76.0,,
Punjagutta,2016-12-01,,,,,,,,,,
Sanathnagar,2016-12-01,45.5,46.6,10.7,0.7,10.4,1.0,67.6,,,0.9
HCU,2016-12-01,42.9,35.9,2.4,0.4,9.8,1.1,34.9,80.3,17.1,0.8
Zoopark,2016-12-01,48.6,58.5,9.7,1.4,8.8,2.7,28.6,117.0,16.8,1.1
Pashamylaram,2016-12-01,65.1,43.2,1.7,0.1,14.1,1.0,44.4,96.0,22.0,1.0
KUDA,2016-12-01,30.0,,,,8.0,,,83.0,22.0,
" Mee-Seva, Warangal ",2016-12-01,30.0,,,,8.0,,,,23.0,
Balasamudram,2016-12-01,28.0,,,,9.0,,,87.0,,
Nakkalagutta,2016-12-01,26.0,,,,8.0,,,81.0,,
Godavarikhani,2016-12-01,27.0,,,,8.0,,,106.0,22.0,
" DIC building, Karimnagar",2016-12-01,26.0,,,,7.0,,,,24.0,
"CER Club, Kothagudem",2016-12-01,28.0,,,,8.0,,,66.0,21.0,
Jalasouda ,2016-12-01,27.0,,,,8.0,,,60.0,22.0,
Kothur,2016-12-01,28.0,,,,9.0,,,70.0,24.0,
R.C.Puram,2016-12-01,24.0,33.0,,,5.0,,,91.0,21.0,
Bollaram,2016-12-01,26.0,,,,10.0,,,148.0,,
Sangareddy,2016-12-01,23.0,31.0,,,5.0,,,75.0,21.0,
PETL,2016-12-01,25.0,,,,9.0,,,89.0,,
Gaddapotharam,2016-12-01,24.0,34.0,,,5.0,,,79.0,21.0,
"Nalgonda RO, Building",2016-12-01,23.0,35.0,,,5.0,,,65.0,21.0,
"Choutuppal, Nalgonda",2016-12-01,25.0,,,,5.0,,,61.0,21.0,
Subhasnagar/  Nizamabad,2016-12-01,21.0,,,,5.0,,,62.0,,
Adilabad/ Mandamarri,2016-12-01,21.0,,,,5.0,,,65.0,21.0,
"Paradise, HMWS &SB Pump house",2016-01-01,,,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-01-01,,,,,,,,,,
Subhasnagar/         Nizamabad,2016-01-01,,,,,,,,,,
Adilabad/  Mandamarri,2016-01-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-02-01,,,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-02-01,,,,,,,,,,
Subhasnagar/         Nizamabad,2016-02-01,,,,,,,,,,
Adilabad/  Mandamarri,2016-02-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-03-01,,,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-03-01,,,,,,,,,,
Subhasnagar/         Nizamabad,2016-03-01,,,,,,,,,,
Adilabad/  Mandamarri,2016-03-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-04-01,,,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-04-01,,,,,,,,,,
Subhasnagar/         Nizamabad,2016-04-01,,,,,,,,,,
Adilabad/  Mandamarri,2016-04-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-05-01,,48.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-05-01,,44.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-05-01,,43.0,,,,,,,,
Adilabad/  Mandamarri,2016-05-01,,40.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-06-01,,42.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-06-01,,48.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-06-01,,38.0,,,,,,,,
Adilabad/  Mandamarri,2016-06-01,,40.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-07-01,,50.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-07-01,,37.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-07-01,,28.0,,,,,,,,
Adilabad/  Mandamarri,2016-07-01,,30.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-08-01,,48.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-08-01,,34.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-08-01,,28.0,,,,,,,,
Adilabad/  Mandamarri,2016-08-01,,29.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-09-01,,37.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-09-01,,32.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-09-01,,27.0,,,,,,,,
Adilabad/  Mandamarri,2016-09-01,,28.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-10-01,,50.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-10-01,,49.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-10-01,,32.0,,,,,,,,
Adilabad/  Mandamarri,2016-10-01,,33.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-11-01,,58.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-11-01,,73.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-11-01,,29.0,,,,,,,,
Adilabad/  Mandamarri,2016-11-01,,30.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2016-12-01,,73.0,,,,,,,,
"Jeedimetla, Industrial Association Office",2016-12-01,,64.0,,,,,,,,
Subhasnagar/         Nizamabad,2016-12-01,,32.0,,,,,,,,
Adilabad/  Mandamarri,2016-12-01,,34.0,,,,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-01-01,,,,,4.2,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-02-01,,,,,4.1,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-03-01,,,,,4.1,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-04-01,,,,,4.3,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-05-01,,,,,4.5,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-06-01,,,,,4.3,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-07-01,,,,,4.3,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-08-01,,,,,4.3,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-09-01,,,,,4.2,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-10-01,,,,,4.6,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-11-01,,,,,4.2,,,,,
"Rajendranagar, NG Ranga Agricultural University ",2016-12-01,,,,,4.5,,,,,
Buddha Purnima Project office,2016-01-01,,,,,,,,77.0,,
"Mee-Seva, Warangal ",2016-01-01,,,,,,,,76.0,,
"DIC building, Karimnagar",2016-01-01,,,,,,,,69.0,,
Buddha Purnima Project office,2016-02-01,,,,,,,,77.0,,
"Mee-Seva, Warangal ",2016-02-01,,,,,,,,72.0,,
"DIC building, Karimnagar",2016-02-01,,,,,,,,59.0,,
Buddha Purnima Project office,2016-03-01,,,,,,,,70.0,,
"Mee-Seva, Warangal ",2016-03-01,,,,,,,,63.0,,
"DIC building, Karimnagar",2016-03-01,,,,,,,,42.0,,
Buddha Purnima Project office,2016-04-01,,,,,,,,52.0,,
"Mee-Seva, Warangal ",2016-04-01,,,,,,,,73.0,,
"DIC building, Karimnagar",2016-04-01,,,,,,,,62.0,,
Buddha Purnima Project office,2016-05-01,,,,,,,,67.0,,
"Mee-Seva, Warangal ",2016-05-01,,,,,,,,84.0,,
"DIC building, Karimnagar",2016-05-01,,,,,,,,52.0,,
Buddha Purnima Project office,2016-06-01,,,,,,,,52.0,,
"Mee-Seva, Warangal ",2016-06-01,,,,,,,,68.0,,
"DIC building, Karimnagar",2016-06-01,,,,,,,,47.0,,
Buddha Purnima Project office,2016-07-01,,,,,,,,41.0,,
"Mee-Seva, Warangal ",2016-07-01,,,,,,,,56.0,,
"DIC building, Karimnagar",2016-07-01,,,,,,,,23.0,,
Buddha Purnima Project office,2016-08-01,,,,,,,,47.0,,
"Mee-Seva, Warangal ",2016-08-01,,,,,,,,36.0,,
"DIC building, Karimnagar",2016-08-01,,,,,,,,33.0,,
Buddha Purnima Project office,2016-09-01,,,,,,,,38.0,,
"Mee-Seva, Warangal ",2016-09-01,,,,,,,,52.0,,
"DIC building, Karimnagar",2016-09-01,,,,,,,,29.0,,
Buddha Purnima Project office,2016-10-01,,,,,,,,57.0,,
"Mee-Seva, Warangal ",2016-10-01,,,,,,,,61.0,,
"DIC building, Karimnagar",2016-10-01,,,,,,,,50.0,,
Buddha Purnima Project office,2016-11-01,,,,,,,,81.0,,
"Mee-Seva, Warangal ",2016-11-01,,,,,,,,83.0,,
"DIC building, Karimnagar",2016-11-01,,,,,,,,69.0,,
Buddha Purnima Project office,2016-12-01,,,,,,,,106.0,,
"Mee-Seva, Warangal ",2016-12-01,,,,,,,,84.0,,
"DIC building, Karimnagar",2016-12-01,,,,,,,,83.0,,
Subhasnagar/ Nizamabad,2016-01-01,,,,,,,,,,
Subhasnagar/ Nizamabad,2016-02-01,,,,,,,,,,
Subhasnagar/ Nizamabad,2016-03-01,,,,,,,,,,
Subhasnagar/ Nizamabad,2016-04-01,,,,,,,,,,
Subhasnagar/ Nizamabad,2016-05-01,,,,,,,,,,
Subhasnagar/ Nizamabad,2016-06-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-07-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-08-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-09-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-10-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-11-01,,,,,,,,,21.0,
Subhasnagar/ Nizamabad,2016-12-01,,,,,,,,,21.0,
"Balanagar , CITD office ",2017-01-01,50.1,68.0,,,6.4,,,160.0,68.0,
"Uppal, Modern food Industry, IDA",2017-01-01,49.1,71.0,,,5.5,,,151.0,111.0,
"Jubilee Hills, Police station",2017-01-01,31.9,,,,5.5,,,128.0,111.0,
"Paradise, HMWS &SB Pump house ",2017-01-01,45.8,,,,5.5,,,130.0,69.0,
"Charminar, TSRTC bus station ",2017-01-01,30.9,58.0,,,5.1,,,128.0,83.0,
"Jeedimetla, Industrial Association Building",2017-01-01,33.9,78.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2017-01-01,22.7,,,,4.8,,,,,
"MGBS, Bus stand ",2017-01-01,24.0,,,,5.1,,,123.0,,
"Chikkadapally, Lepakshi Emporium ",2017-01-01,23.8,,,,4.9,,,113.0,,
"Langar House, Police Station ",2017-01-01,39.7,,,,5.2,,,120.0,,
"Madhapur, Shilpa Kalavedika ",2017-01-01,28.8,,,,5.2,,,104.0,,
"Shameerpet, MRO office",2017-01-01,18.6,,,,4.6,,,103.0,,
"Kukatpally, JNTU",2017-01-01,54.8,53.0,,,6.9,,,128.0,83.0,
"Sainikpuri,  MRO office ",2017-01-01,14.9,,,,4.5,,,133.0,,
"Rajendranaga, NG Rang Agricultural University ",2017-01-01,14.7,,,,,,,94.0,,
"Nacharam, Police station ",2017-01-01,28.4,,,,6.0,,,124.0,,
"Abids, Police station ",2017-01-01,27.0,,,,5.3,,,165.0,,
"KBRN Park, DFO office ",2017-01-01,19.0,,,,5.2,,,83.0,,
HCU,2017-01-01,46.3,67.0,1.4,0.3,10.2,0.6,46.0,131.0,29.8,0.5
Sanathnagar,2017-01-01,53.3,82.0,7.4,0.5,9.9,0.7,73.9,,,0.81
Zoopark,2017-01-01,59.6,84.0,5.6,0.8,11.5,1.4,31.4,147.0,16.8,1.06
Pashamylaram,2017-01-01,52.7,74.0,1.8,0.1,14.9,0.7,48.0,133.0,19.6,0.81
"Bollaram, CAAQMS",2017-01-01,35.0,79.0,,,26.4,,,136.0,24.7,
ICRISAT,2017-01-01,36.9,72.0,6.4,0.5,18.8,0.3,84.2,148.0,18.6,1.0
KUDA,2017-01-01,26.0,,,,8.0,,,73.0,22.0,
" Mee-Seva, Warangal ",2017-01-01,25.0,,,,8.0,,,,22.0,
Balasamudram,2017-01-01,27.8,,,,8.8,,,76.0,,
Nakkalagutta,2017-01-01,25.5,,,,8.0,,,82.0,,
Godavarikhani,2017-01-01,29.0,,,,8.0,,,112.0,23.0,
" DIC building, Karimnagar",2017-01-01,25.0,,,,7.0,,,,25.0,
"CER Club, Kothagudem",2017-01-01,27.0,,,,8.0,,,69.0,21.0,
Jalasouda ,2017-01-01,27.0,,,,7.0,,,60.0,21.0,
Kothur,2017-01-01,35.0,,,,9.0,,,91.0,26.0,
R.C.Puram,2017-01-01,24.0,34.0,,,5.0,,,90.0,21.0,
"Bollaram, SAAQM",2017-01-01,25.0,,,,13.0,,,174.0,,
Sangareddy,2017-01-01,23.0,31.0,,,5.0,,,72.0,21.0,
PETL,2017-01-01,25.0,,,,11.0,,,90.0,,
Gaddapotharam,2017-01-01,22.0,41.0,,,5.0,,,87.0,21.0,
"Nalgonda RO, Building",2017-01-01,22.0,44.0,,,6.0,,,62.0,21.0,
"Choutuppal, Nalgonda",2017-01-01,25.0,,,,6.0,,,64.0,21.0,
Subhasnagar/  Nizamabad,2017-01-01,20.0,,,,5.0,,,61.0,,
Adilabad/ Mandamarri,2017-01-01,21.0,,,,5.0,,,64.0,,
"Balanagar , CITD office ",2017-02-01,50.0,78.0,,,4.8,,,156.0,107.0,
"Uppal, Modern food Industry, IDA",2017-02-01,42.9,73.0,,,6.1,,,170.0,110.0,
"Jubilee Hills, Police station",2017-02-01,36.7,,,,12.0,,,148.0,100.0,
"Paradise, HMWS &SB Pump house ",2017-02-01,51.1,,,,4.9,,,146.0,78.0,
"Charminar, TSRTC bus station ",2017-02-01,35.2,77.0,,,5.4,,,130.0,66.0,
"Jeedimetla, Industrial Association Building",2017-02-01,32.7,65.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2017-02-01,25.0,,,,5.6,,,,,
"MGBS, Bus stand ",2017-02-01,20.0,,,,6.2,,,130.0,,
"Chikkadapally, Lepakshi Emporium ",2017-02-01,22.2,,,,5.7,,,103.0,,
"Langar House, Police Station ",2017-02-01,40.3,,,,5.8,,,122.0,,
"Madhapur, Shilpa Kalavedika ",2017-02-01,23.7,,,,5.0,,,106.0,,
"Shameerpet, MRO office",2017-02-01,13.9,,,,5.4,,,125.0,,
"Kukatpally, JNTU",2017-02-01,19.1,,,,5.5,,,113.0,,
"Sainikpuri,  MRO office ",2017-02-01,20.7,,,,4.5,,,126.0,,
"Rajendranaga, NG Rang Agricultural University ",2017-02-01,10.6,,,,,,,88.0,,
"Nacharam, Police station ",2017-02-01,20.5,,,,6.0,,,126.0,,
"Abids, Police station ",2017-02-01,27.9,,,,5.3,,,147.0,,
"KBRN Park, DFO office ",2017-02-01,19.2,,,,5.8,,,81.0,,
HCU,2017-02-01,48.9,61.0,1.0,0.2,11.1,0.3,42.7,139.0,28.0,0.73
Sanathnagar,2017-02-01,71.9,91.0,8.3,0.7,5.0,0.8,70.0,,,0.94
Zoopark,2017-02-01,59.6,78.0,5.4,0.7,15.3,1.2,33.6,157.0,19.2,1.16
Pashamylaram,2017-02-01,53.8,66.0,3.7,0.2,17.8,1.8,50.3,140.0,24.1,0.79
